raw_text,clean_text
"i understand that i should not sign this form if all items, including my questions, have not been explained or answered to my satisfaction or if i do not understand any of the words contained in this form.     ",i understand that i should not sign this form if all items including my questions have not been explained or answered to my satisfaction or if i do not understand any of the words contained in this form
a research study is when doctors collect a lot of information to learn more about something.  ,a research study is when doctors collect a lot of information to learn more about something
"it has been explained to me, i understand, that a perfect result is not guaranteed or warranted.  ",it has been explained to me i understand that a perfect result is not guaranteed or warranted
2. please talk this over with your parents before you decide whether or not to be in this study.,please talk this over with your parents before you decide whether or not to be in this study
please print physician’s name  assent of parent  date  genetic counselor’s signature  date  assent of child  date  ,please print physician s name assent of parent date genetic counselor s signature date assent of child date
the medicine can only be given as a tablet.   ,the medicine can only be given as a tablet
the research team will know your identity and that you are in the research study.  ,the research team will know your identity and that you are in the research study
"pegfilgrastim , travelling to the lungs when   low fever they are inflamed or infected (adult resiratory  ",pegfilgrastim travelling to the lungs when low fever they are inflamed or infected adult resiratory
government have enacted laws to prohibit genetic discrimination in those circumstances.,government have enacted laws to prohibit genetic discrimination in those circumstances
the primary risk from radiation exposure at this level is the potential for a very small increased risk of future cancer.  ,the primary risk from radiation exposure at this level is the potential for a very small increased risk of future cancer
a small amount of your blood will be drawn.  ,a small amount of your blood will be drawn
"possible risks from having blood drawn  the risks from having your blood taken are minimal, but can include an infection or a blood clot.  ",possible risks from having blood drawn the risks from having your blood taken are minimal but can include an infection or a blood clot
"if the variant is identified, it may not be recognized as disease-causing because our understanding of the genome is not complete and we are unable to predict with 100% accuracy the effect of new variants that are identified.",if the variant is identified it may not be recognized as disease causing because our understanding of the genome is not complete and we are unable to predict with accuracy the effect of new variants that are identified
* nausea (3 out of 100 people reported this side effect),nausea out of people reported this side effect
"in general, health information that identifies you is private under federal law.",in general health information that identifies you is private under federal law
the data provided will not include information that can identify you.  ,the data provided will not include information that can identify you
we may use your samples and information to develop a new product or medical test to  be sold.,we may use your samples and information to develop a new product or medical test to be sold
there are several kinds of situations that the certificate does not apply.,there are several kinds of situations that the certificate does not apply
"when the study is completed, all the information in your medical record will be available to you.     ",when the study is completed all the information in your medical record will be available to you
this certificate does not mean the government approves or disapproves of this research project.      ,this certificate does not mean the government approves or disapproves of this research project
the radiation safety committee has reviewed the use of radiation in this research study and has determined this use as involving acceptable risk and necessary to obtain the research information desired.   ,the radiation safety committee has reviewed the use of radiation in this research study and has determined this use as involving acceptable risk and necessary to obtain the research information desired
"what protected health information is collected and used in this study, and might also be disclosed (shared) with others?",what protected health information is collected and used in this study and might also be disclosed shared with others
indicate liver irritation or  redness and flushing of the face and  damage.,indicate liver irritation or redness and flushing of the face and damage
having been treated previously with bisphosphonate drugs you should know that there is a risk of future complications associated with dental treatment.,having been treated previously with bisphosphonate drugs you should know that there is a risk of future complications associated with dental treatment
" markedly higher than  normal white blood cell  count which may be  associated with fever and  red, often painful patches  on the skin (sweet's  syndrome).  ",markedly higher than normal white blood cell count which may be associated with fever and red often painful patches on the skin sweet s syndrome
irinotecan:  you will take irinotecan by i.v.,irinotecan you will take irinotecan by i v
you	   been	   hospitalized	   for	   any	   illness	   or	   injury?,you been hospitalized for any illness or injury
* various scans that are done for diagnosis and checking the response of the tumor to treatment.,various scans that are done for diagnosis and checking the response of the tumor to treatment
some of those persons may be able to share your information with others without your separate permission.,some of those persons may be able to share your information with others without your separate permission
"if not applicable, please remove] uci’s nci-designated cancer center or the sponsor registers national cancer institute (nci)-supported clinical trials with nci though their clinical trials reporting program (ctrp) to provide study related information.",if not applicable please remove uci s nci designated cancer center or the sponsor registers national cancer institute nci supported clinical trials with nci though their clinical trials reporting program ctrp to provide study related information
[the next sentence should be included if appropriate: there is also a risk of death.],the next sentence should be included if appropriate there is also a risk of death
"list the amount of compensation and the form in which it will be offered, the payment schedule, contingencies for payment, etc.  ",list the amount of compensation and the form in which it will be offered the payment schedule contingencies for payment etc
"in case of injury resulting from this study, you do not lose any of you legal rights to seek payment by  signing this form.    ",in case of injury resulting from this study you do not lose any of you legal rights to seek payment by signing this form
the patient has been adequately informed and has consented.  ,the patient has been adequately informed and has consented
revised 6/8/2009  consent to participate in a research study title of the research project you are invited to participate in a research study about [details] if you agree to be part of the research study,revised consent to participate in a research study title of the research project you are invited to participate in a research study about details if you agree to be part of the research study
patient’s (or legal guardian’s) signature  date  ,patient s or legal guardian s signature date
"risks and side effects related to the [procedures, drugs, interventions, and devices] include those which are: [categorize the risks by likelihood and severity of the risk occurring.",risks and side effects related to the procedures drugs interventions and devices include those which are categorize the risks by likelihood and severity of the risk occurring
how long will i be on this study?     ,how long will i be on this study
"* social risks (for example, damage to your social standing or reputation; possible discrimination)",social risks for example damage to your social standing or reputation possible discrimination
"for risks related to radiation exposure, all protocols involving radiation exposure to normal subjects, and/or to clinical subjects when the exposure is not considered standard-of-care, must be referred to the uci radiation safety committee (rsc) for review.]  ",for risks related to radiation exposure all protocols involving radiation exposure to normal subjects and or to clinical subjects when the exposure is not considered standard of care must be referred to the uci radiation safety committee rsc for review
patient signature:  date:  staff signature: not permanent part of medical record cc-mriscreen rev 05/2016  ,patient signature date staff signature not permanent part of medical record cc mriscreen rev
i also understand that the is a teaching institution.,i also understand that the is a teaching institution
"if this doctor is not available, the operator will page the ""on call physician.""  ",if this doctor is not available the operator will page the on call physician
the nant consortium identifies you by a number.  ,the nant consortium identifies you by a number
__ authorized subject representative [signature]                                          date  ,authorized subject representative signature date
* you accept the provisions in the form,you accept the provisions in the form
"the total radiation dose that you will receive from [insert total number of scans] scan(s) of this type is about [xx] rem [insert total effective dose (e.g., 2 rem)].  ",the total radiation dose that you will receive from insert total number of scans scan s of this type is about xx rem insert total effective dose e g rem
research  using your samples and health information is important for the study of virtually all diseases.  ,research using your samples and health information is important for the study of virtually all diseases
"if the reproductive risks apply only to one gender, the paragraph below should be appropriately modified.       ",if the reproductive risks apply only to one gender the paragraph below should be appropriately modified
"however, the subject or the researcher may choose to voluntarily disclose the protected  information under certain circumstances.  ",however the subject or the researcher may choose to voluntarily disclose the protected information under certain circumstances
temozolomide:  you will take temozolomide by mouth once a day for the first 5 days every 21-day cycle.     ,temozolomide you will take temozolomide by mouth once a day for the first days every day cycle
 you may feel tired.  ,you may feel tired
* guidelines for avoiding common errors in consent forms are on page 3.  ,guidelines for avoiding common errors in consent forms are on page
this information may help your physician make more informed management decisions for your health.,this information may help your physician make more informed management decisions for your health
responsible party information  name,responsible party information name
"they may also collect other information including your name, address, date of birth, and information from your medical records.",they may also collect other information including your name address date of birth and information from your medical records
"if you feel sleepy while you are on  this study, you should avoid driving or doing anything that may need your full alertness, such as  operating dangerous tools or machinery.",if you feel sleepy while you are on this study you should avoid driving or doing anything that may need your full alertness such as operating dangerous tools or machinery
* do not use all capital letters (caps) or bold items unnecessarily.  ,do not use all capital letters caps or bold items unnecessarily
[a58]delete this header [a59]subjects are receiving therapeutic radiation as standard of care or as part of the study.,a delete this header a subjects are receiving therapeutic radiation as standard of care or as part of the study
__ release of information and payment authorization,release of information and payment authorization
there is a risk that information about taking part in genetic research may be used by insurance  companies and/or employers.,there is a risk that information about taking part in genetic research may be used by insurance companies and or employers
there will be no penalty or loss of benefits if you decide to quit the study.   ,there will be no penalty or loss of benefits if you decide to quit the study
"after the scan, you will still have some radioactivity retained in the body, which will go completely away in the following [xx] hours [insert time based on isotope and scan].  ",after the scan you will still have some radioactivity retained in the body which will go completely away in the following xx hours insert time based on isotope and scan
"this is an indication that i may be predisposed to or have the specific disease, or condition tested.",this is an indication that i may be predisposed to or have the specific disease or condition tested
mln8237 is an investigational drug that is not approved by the fda.  ,mln is an investigational drug that is not approved by the fda
"have been clearly explained to me together with attendant debility which may include but not limited to pain and swelling, bruising, altered diet, and limitation of jaw function.",have been clearly explained to me together with attendant debility which may include but not limited to pain and swelling bruising altered diet and limitation of jaw function
* your completed version of the informed consent document should be spell checked and proofread before being submitted.,your completed version of the informed consent document should be spell checked and proofread before being submitted
we will only share information that identifies you with researchers within partners who have approval of the partners ethics board.,we will only share information that identifies you with researchers within partners who have approval of the partners ethics board
* birth defects and other serious abnormalities in the unborn baby have been noted with irinotecan in  animal studies at doses similar to or less than those used in humans.,birth defects and other serious abnormalities in the unborn baby have been noted with irinotecan in animal studies at doses similar to or less than those used in humans
"• risks: an unconscious state, depressed breathing, injury to blood vessels monitored anesthesia care (without sedation) • expected result: measurement of vital signs, availability of anesthesia provider for further intervention • technique: none • risks: increased awareness, anxiety and/or discomfort i hereby consent to the anesthesia service checked above and authorize that it be administered by ------",risks an unconscious state depressed breathing injury to blood vessels monitored anesthesia care without sedation expected result measurement of vital signs availability of anesthesia provider for further intervention technique none risks increased awareness anxiety and or discomfort i hereby consent to the anesthesia service checked above and authorize that it be administered by
we will tell you about new information or changes in the study that may affect your health or your  willingness to continue in the study.     ,we will tell you about new information or changes in the study that may affect your health or your willingness to continue in the study
"however, if the card is used for in-store or online purchases via credit or debit, or presented to a bank teller, there are no associated fees and no expiration date.  ",however if the card is used for in store or online purchases via credit or debit or presented to a bank teller there are no associated fees and no expiration date
please take your time to make your decision about participating.,please take your time to make your decision about participating
"this certificate adds special protection for research information that identifies you and allows us, in some circumstances, to refuse to give out information that could identify you as a research subject without your consent, when such information is sought in a federal, state, or local court or public agency action.",this certificate adds special protection for research information that identifies you and allows us in some circumstances to refuse to give out information that could identify you as a research subject without your consent when such information is sought in a federal state or local court or public agency action
"if this doctor is not available, the operator will page the ""on call physician.""  ",if this doctor is not available the operator will page the on call physician
an school immunisation program government consent form year7 australia program       consent for vaoci nation: parent/iegal guardian to read and sign     ,an school immunisation program government consent form year australia program consent for vaoci nation parent iegal guardian to read and sign
"if  you decide to take part in this study, you may remove yourself from the study at any time.",if you decide to take part in this study you may remove yourself from the study at any time
"ame25  sponsor amendment no: n/a  irb expiration date: 6/13/2015  irb amendment approval date: 10/3/2014  partners healthcare system    research consent form  redcap:      biobank:    research tissue bank  subject identification  version date: february 2010      biorepository of the institute for heart, vascular and stroke care and the partners biobank.",ame sponsor amendment no n a irb expiration date irb amendment approval date partners healthcare system research consent form redcap biobank research tissue bank subject identification version date february biorepository of the institute for heart vascular and stroke care and the partners biobank
i understand that there are no plans to provide any compensation to me for any  patents or discoveries that may result from my participation in this research.     ,i understand that there are no plans to provide any compensation to me for any patents or discoveries that may result from my participation in this research
"if your insurance does not pay, you will be responsible for the charges of your conventional medical care.   ",if your insurance does not pay you will be responsible for the charges of your conventional medical care
"for children under the age of 7 years, verbal assent is not required but a brief explanation should be provided to the child as appropriate for his/her level of understanding.  ",for children under the age of years verbal assent is not required but a brief explanation should be provided to the child as appropriate for his her level of understanding
"initial next to no, if you do not want researchers to request some of your stored neuroblastoma tumor  tissue to study aurora a levels in the tumor.    ",initial next to no if you do not want researchers to request some of your stored neuroblastoma tumor tissue to study aurora a levels in the tumor
if you have questions about your rights as a research subject or what to do if you are injured.,if you have questions about your rights as a research subject or what to do if you are injured
a genetic counselor and your physician will explain these results to you.,a genetic counselor and your physician will explain these results to you
"no, it is not okay to take an extra blood sample     ",no it is not okay to take an extra blood sample
brushy creek family physicians patient hipaa acknowledgment and consent form patient name:,brushy creek family physicians patient hipaa acknowledgment and consent form patient name
elmhurst hospital center affiliated with icahn school of medicine at mount sinai  consent form to volunteer in a research study and authorization for use and disclosure of medical information page 1 of 3 	 study,elmhurst hospital center affiliated with icahn school of medicine at mount sinai consent form to volunteer in a research study and authorization for use and disclosure of medical information page of study
hiv testing:  being tested for hiv may make you feel nervous or anxious about the test results.  ,hiv testing being tested for hiv may make you feel nervous or anxious about the test results
you must use birth control for [how long].  ,you must use birth control for how long
some of the people who are eligible to take part in this study may not be able to give consent to take part because of their medical condition.,some of the people who are eligible to take part in this study may not be able to give consent to take part because of their medical condition
the counselor will also gather information about your personal and family health history.,the counselor will also gather information about your personal and family health history
this should be stated in the financial information section   you are not likely to have any direct benefit from being in this research study.  or     the possible benefits to you from this study include . . .    ,this should be stated in the financial information section you are not likely to have any direct benefit from being in this research study or the possible benefits to you from this study include
the law says that health insurance companies and group health plans may not ask for genetic information from this research and may not use genetic information when making decision about eligibility or premiums  the law will not stop health insurance companies from using genetic information to decide whether to pay claims.,the law says that health insurance companies and group health plans may not ask for genetic information from this research and may not use genetic information when making decision about eligibility or premiums the law will not stop health insurance companies from using genetic information to decide whether to pay claims
you should have a responsible adult available to help you the rest of the day.  ,you should have a responsible adult available to help you the rest of the day
"no if yes, please detail 3.",no if yes please detail
communication with my doctor  ,communication with my doctor
your participation in this study may be stopped by the investigator without your consent if  specify conditions .    ,your participation in this study may be stopped by the investigator without your consent if specify conditions
"* notice swelling, redness, bleeding, or drainage with a bad odor from yourwound site.",notice swelling redness bleeding or drainage with a bad odor from yourwound site
the researchers intend to keep the research data until analysis of the information is completed.  ,the researchers intend to keep the research data until analysis of the information is completed
convulsions  cells and platelets in the blood.  ,convulsions cells and platelets in the blood
you will not receive any payment or other compensation for taking part in this study.[a29]  ,you will not receive any payment or other compensation for taking part in this study a
"if you do not, then you may not join this study.  ",if you do not then you may not join this study
"you should discuss the potential advantages and disadvantages of having a minor genetically tested with your physician, genetic counselor, and others prior to having the testing done.",you should discuss the potential advantages and disadvantages of having a minor genetically tested with your physician genetic counselor and others prior to having the testing done
why is this study being done?    ,why is this study being done
"if you want more information about this study, ask your study  doctor.    ",if you want more information about this study ask your study doctor
"you have a right to withdraw your permission to participate in the biorepository of the  institute for heart, vascular, and stroke care and the partners biobank at any time.",you have a right to withdraw your permission to participate in the biorepository of the institute for heart vascular and stroke care and the partners biobank at any time
delete entire section if not applicable.,delete entire section if not applicable
much about genetics and its role in health is still not known.,much about genetics and its role in health is still not known
o i understand the explanation of the benefits and possible risks. 0,o i understand the explanation of the benefits and possible risks
do you have any of the following items in your body?,do you have any of the following items in your body
"upon request, i will be given access to information that will let me know if  the ut system or m.",upon request i will be given access to information that will let me know if the ut system or m
"* use short sentences, non-technical terms, and no undefined abbreviations or acronyms.   ",use short sentences non technical terms and no undefined abbreviations or acronyms
[describe the potential benefits of participation but do not overstate them.,describe the potential benefits of participation but do not overstate them
we  will also ask your parents to give their permission for you to take part in this study.  ,we will also ask your parents to give their permission for you to take part in this study
"for more information about risks and side effects, ask your study doctor.     ",for more information about risks and side effects ask your study doctor
there may or may not be direct medical benefit to you.,there may or may not be direct medical benefit to you
i authorize the release of any medical information necessary for treatment by my current or future physician or healthcare provider.,i authorize the release of any medical information necessary for treatment by my current or future physician or healthcare provider
i agree to participate in the study.   ,i agree to participate in the study
"now, select ""spelling and grammar"" icon visible in the ""review"" tab.  ",now select spelling and grammar icon visible in the review tab
sample assent form-phase i    phase i/ii study of mln8237 in combination with irinotecan and temozolomide for  patients with relapsed or refractory neuroblastoma    a new approaches to neuroblastoma therapy (nant) treatment protocol     investigator [insert name of investigator]  ,sample assent form phase i phase i ii study of mln in combination with irinotecan and temozolomide for patients with relapsed or refractory neuroblastoma a new approaches to neuroblastoma therapy nant treatment protocol investigator insert name of investigator
"to ensure your safety, please answer the following questions carefully.",to ensure your safety please answer the following questions carefully
what will happen to you if you are in this study?  ,what will happen to you if you are in this study
are you on dialysis?  ,are you on dialysis
mln8237 has a chemical structure that is similar to a group of drugs called benzodiazepines.,mln has a chemical structure that is similar to a group of drugs called benzodiazepines
"i have been given time to ask questions, and have been told whom to contact if i have more questions.  ",i have been given time to ask questions and have been told whom to contact if i have more questions
"even if you say yes now, you can change your mind later.  ",even if you say yes now you can change your mind later
we [will / will not] be able to pay you or your child for the time you volunteer while being in this study.  ,we will will not be able to pay you or your child for the time you volunteer while being in this study
the health care agent or surrogate who has been determined to lack capacity may appeal to the hospital’s ethics consultation committee.,the health care agent or surrogate who has been determined to lack capacity may appeal to the hospital s ethics consultation committee
(happens to < 5 children out  out every 100 children) every 100 children) every 100 children)       aching or pain in bones.,happens to children out out every children every children every children aching or pain in bones
there  can also be breakdown of the skin                                                                  possible side effects of cefpodoxime (vantin-r)    likely less likely rare  (happens to 21-100 (happens to 5 -20 children (happens to less than 5 children out of 100)  ,there can also be breakdown of the skin possible side effects of cefpodoxime vantin r likely less likely rare happens to happens to children happens to less than children out of
delete if not applicable.,delete if not applicable
the university and the study sponsor do not normally provide any other form of compensation for injury.   ,the university and the study sponsor do not normally provide any other form of compensation for injury
"in particular, with induction, there is a potential for a longer labor and increased chance of cesarean section.",in particular with induction there is a potential for a longer labor and increased chance of cesarean section
’s to remind child not to reach up to their mouth.,s to remind child not to reach up to their mouth
the test should take about 30 minutes to complete.,the test should take about minutes to complete
immunization consent form print name: _,immunization consent form print name
* do not soak in a bathtub until your wound cover is removed.,do not soak in a bathtub until your wound cover is removed
"* the required institutional boilerplate language is provided under ""what other things should you know about this research study?""  ",the required institutional boilerplate language is provided under what other things should you know about this research study
"you will receive a total of [amount, e.g. $100] for [number e.g. 10] study visits.",you will receive a total of amount e g for number e g study visits
laparoscopic surgery is done using a scope and hollow tube(s) called ports.,laparoscopic surgery is done using a scope and hollow tube s called ports
"pi’s name: institution:  department:  address: • unless you revoke your consent, it will not expire.     ",pi s name institution department address unless you revoke your consent it will not expire
"there will be no restriction on  age, sex, and ethnicity.    ",there will be no restriction on age sex and ethnicity
* you are a volunteer.  ,you are a volunteer
"you may choose not to [details: e.g., answer any survey question, continue with the interview] for any reason.",you may choose not to details e g answer any survey question continue with the interview for any reason
consent form for phase ii portion of study      the word “you” used throughout this document refers to you or your child.    ,consent form for phase ii portion of study the word you used throughout this document refers to you or your child
"* taking a medical history (includes current and past medications or therapies, illnesses, conditions or symptoms, family medical history, allergies, etc.)",taking a medical history includes current and past medications or therapies illnesses conditions or symptoms family medical history allergies etc
"however, in an emergency, the fda will sometimes allow patients to receive the investigational drug or device without having to be in a study.",however in an emergency the fda will sometimes allow patients to receive the investigational drug or device without having to be in a study
"unfortunately, some negative tests are false negatives, meaning the baby has one of the conditions even though the test was negative.",unfortunately some negative tests are false negatives meaning the baby has one of the conditions even though the test was negative
"no, it is not okay to use my stored neuroblastoma tissue sample    11.",no it is not okay to use my stored neuroblastoma tissue sample
these noises are beeping and hammering sounds and may bother you.,these noises are beeping and hammering sounds and may bother you
[keep all statements that apply to this study and remove/revise as applicable]   research data will be maintained in paper format in a secure location at uci.,keep all statements that apply to this study and remove revise as applicable research data will be maintained in paper format in a secure location at uci
"in some cases, other types of cells or tissues will be obtained, such as through a skin sample or a tumor sample.",in some cases other types of cells or tissues will be obtained such as through a skin sample or a tumor sample
anderson will make reasonable efforts to preserve your privacy  but cannot ensure complete privacy.  ,anderson will make reasonable efforts to preserve your privacy but cannot ensure complete privacy
"anonymized information from your testing, including de-identified health information, may be used by illumina or others on its behalf for purposes of quality control, quality improvement, and development of commercial products and services.",anonymized information from your testing including de identified health information may be used by illumina or others on its behalf for purposes of quality control quality improvement and development of commercial products and services
"in the instance of parental permission, “you” refers to “your child.",in the instance of parental permission you refers to your child
[if subjects will be compensated for one session]  you will receive [enter type of compensation and amount/value] for your participation in this study.  ,if subjects will be compensated for one session you will receive enter type of compensation and amount value for your participation in this study
pregnant women and women of childbearing age should talk with their doctor about this.  ,pregnant women and women of childbearing age should talk with their doctor about this
it usually goes away by the end ofthe day.  ,it usually goes away by the end ofthe day
consent addendum 1: tests that will be done on this study.      ,consent addendum tests that will be done on this study
this usually takes about 10 days for  each cycle of chemotherapy.   ,this usually takes about days for each cycle of chemotherapy
"* if you have a decrease in the white blood cell count, the cells that fight infection, you may be more likely  to get an infection, including a serious infection that spreads through the blood stream (sepsis).",if you have a decrease in the white blood cell count the cells that fight infection you may be more likely to get an infection including a serious infection that spreads through the blood stream sepsis
this is automatically done by placing the completed #1 documentation sheet in the medical record.  ,this is automatically done by placing the completed documentation sheet in the medical record
"[if the research involves a data or specimen registry, explain what withdrawal means, e.g. the sample will be returned, destroyed, anonymized, or no new information will be collected]  ",if the research involves a data or specimen registry explain what withdrawal means e g the sample will be returned destroyed anonymized or no new information will be collected
we have rules to protect information about you.  ,we have rules to protect information about you
secondary  cause pain in the leukemia in patients with very bad ongoing low  abdomen or left white cell counts that require prolonged  shoulder.,secondary cause pain in the leukemia in patients with very bad ongoing low abdomen or left white cell counts that require prolonged shoulder
"we encourage you to use these descriptions but they are suggested, not required.   ",we encourage you to use these descriptions but they are suggested not required
the study will not pay for medical treatment.     ,the study will not pay for medical treatment
"[if the costs of the research are being paid by the sponsor or there are no costs, the following statement is required:]  it will not cost you any money to be part of the research.  ",if the costs of the research are being paid by the sponsor or there are no costs the following statement is required it will not cost you any money to be part of the research
the unknown risks might be minor or might be major (death).,the unknown risks might be minor or might be major death
"__ witness signature							   	 date (if no witness signature is required, this witness signature section of the consent form may be left blank).  ",witness signature date if no witness signature is required this witness signature section of the consent form may be left blank
consent  ,consent
__person obtaining parental permission.    ,person obtaining parental permission
"* the cell lines may be shared with researchers both inside and outside of johns hopkins, including our commercial partners.",the cell lines may be shared with researchers both inside and outside of johns hopkins including our commercial partners
"this is a direct assignment to the facility (and to any treating physician(s), if applicable) of any and all of my rights to receive the insurance benefits.",this is a direct assignment to the facility and to any treating physician s if applicable of any and all of my rights to receive the insurance benefits
i understand the risks and potential benefits of a tissue implant.,i understand the risks and potential benefits of a tissue implant
"and, remember, you can say yes now and change your mind later.  ",and remember you can say yes now and change your mind later
there may not be any personal benefit to your child but the information gained by doing this research may help others in the future.  ,there may not be any personal benefit to your child but the information gained by doing this research may help others in the future
[a36]choose one of the following injury compensation options [a37]for mmc/aecom private industry sponsored research protocols.  ,a choose one of the following injury compensation options a for mmc aecom private industry sponsored research protocols
"[tell the person, in lay terms, why the research is being conducted.]  ",tell the person in lay terms why the research is being conducted
call your doctor if you:  ,call your doctor if you
no one will be mad at you if you don't want to do this.  ,no one will be mad at you if you don t want to do this
"if sections are omitted, the paragraphs should be renumbered.  ",if sections are omitted the paragraphs should be renumbered
the researchers intend to keep the research data indefinitely.  ,the researchers intend to keep the research data indefinitely
"for example, subjects on a drug to treat their diabetes may experience elevated blood sugars unless they switch to another drug.",for example subjects on a drug to treat their diabetes may experience elevated blood sugars unless they switch to another drug
assent statement      this research study has been explained to my child in my presence in language my child can understand.  ,assent statement this research study has been explained to my child in my presence in language my child can understand
your doctor may have to make a bigger cut to do the procedure.  ,your doctor may have to make a bigger cut to do the procedure
"* use ""study doctor"" (more understandable to a lay person) instead of ""principal investigator.""   ",use study doctor more understandable to a lay person instead of principal investigator
"these people who receive your health information, may not be required by privacy laws to protect it and may share your information with others without your permission, if permitted by laws governing them.  ",these people who receive your health information may not be required by privacy laws to protect it and may share your information with others without your permission if permitted by laws governing them
are you taking any medications?,are you taking any medications
"* may affect the progress of a certain disease or condition * may affect treatments (medicines, etc.)",may affect the progress of a certain disease or condition may affect treatments medicines etc
you are therefore being asked to give permission for this person to be in the study as his/her decision maker.     ,you are therefore being asked to give permission for this person to be in the study as his her decision maker
"we may also use blood, urine, cerebrospinal fluid, skin biopsy, or other tissue samples  collected as part of your clinical care now or in the future that would otherwise be thrown  away.  ",we may also use blood urine cerebrospinal fluid skin biopsy or other tissue samples collected as part of your clinical care now or in the future that would otherwise be thrown away
4. attached to each documentation sheet are any consent forms which may be necessary before a dnr order is written.                 ,attached to each documentation sheet are any consent forms which may be necessary before a dnr order is written
"analyzing and reporting on your sequencing data once we have your sequence data, to analyze your sequence data we use computers.",analyzing and reporting on your sequencing data once we have your sequence data to analyze your sequence data we use computers
"for some molecular genetic tests, a synopsis of clinical information and test results may be included in hipaa-compliant, de-identified public databases as part of the national institute of health’s effort to improve diagnostic testing and our understanding of the relationships between genetic changes and clinical symptoms.",for some molecular genetic tests a synopsis of clinical information and test results may be included in hipaa compliant de identified public databases as part of the national institute of health s effort to improve diagnostic testing and our understanding of the relationships between genetic changes and clinical symptoms
the dna sample can be destroyed at your request.,the dna sample can be destroyed at your request
the doses used are  typical doses used to treat patients with neuroblastoma.         ,the doses used are typical doses used to treat patients with neuroblastoma
"note prepared by: john smith  medical record note page 1 of1 1219/10  pre-procedure instructions        gallbladder - cholecystectomy with common duct exploration (laparoscopic) (cholecystectomy with possible common duct exploration (laparoscopic))        please be aware of the following, prior to your procedure/operation:  medications:  ",note prepared by john smith medical record note page of pre procedure instructions gallbladder cholecystectomy with common duct exploration laparoscopic cholecystectomy with possible common duct exploration laparoscopic please be aware of the following prior to your procedure operation medications
are there any times you would not keep my data confidential?  ,are there any times you would not keep my data confidential
a continuing supply of the drug cannot be guaranteed.  ,a continuing supply of the drug cannot be guaranteed
"most of the ""positive"" tests are false positives, meaning the baby does not have any of these conditions.",most of the positive tests are false positives meaning the baby does not have any of these conditions
"if treatment is required immediately, please go the emergency room and contact the investigator afterwards.    ",if treatment is required immediately please go the emergency room and contact the investigator afterwards
this is normal and is from the gas pumped into your abdomen.,this is normal and is from the gas pumped into your abdomen
"* test your [blood/urine] for pregnancy, if you are a female able to become pregnant.  ",test your blood urine for pregnancy if you are a female able to become pregnant
are you frustrated by needing constant dental repair because of active dental disease?,are you frustrated by needing constant dental repair because of active dental disease
other treatment options will be discussed with you if you stop the study drug.  ,other treatment options will be discussed with you if you stop the study drug
", stripped of all identifying information, may be placed in a national repository.",stripped of all identifying information may be placed in a national repository
bleeding d/t marginal placental previa iugr-reassuring testing distance from hospital non-reassuring fetal testing fetal demise term with a favorable cervix  maternal medical conditions history of hsv psychological factors  fetal compromise (iugr) multiples positive gbbs with a favorable cervix  oligohydraminos postdates greater than 42 weeks blood group sensitization           fetal hydrops required supporting clinical indications chorioamnionitis prom bishop score (circle score for each feature and total below) score 0,bleeding d t marginal placental previa iugr reassuring testing distance from hospital non reassuring fetal testing fetal demise term with a favorable cervix maternal medical conditions history of hsv psychological factors fetal compromise iugr multiples positive gbbs with a favorable cervix oligohydraminos postdates greater than weeks blood group sensitization fetal hydrops required supporting clinical indications chorioamnionitis prom bishop score circle score for each feature and total below score
